PMAID,Name,Alt_Name,xPos,yPos,Feature_ID,hours,Feature_Desc,CHILD_DESC,FIELD_TYPE,YOUTH_ONLY,LIGHTING,Location 1
446,Alki Playground,Whale Tail Play Area,-122.4073123,47.57849726,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Softball Field #1,GRASS,FALSE,FALSE,"5817 SW Lander St
(-122.407312, 47.578497)"
414,Lakewood Playfield,,-122.2700596,47.5588308,44,4 a.m. - 11:30 p.m.,Soccer,Soccer Field,GRASS,TRUE,FALSE,"5013 S Angeline St
(-122.27006, 47.558831)"
376,Montlake Playfield,,-122.310081,47.64240669,36,4 a.m. - 11:30 p.m.,Waterfront,,,FALSE,FALSE,"1618 E Calhoun St
(-122.310081, 47.642407)"
251,Soundview Playfield,Rachel's Playground,-122.3788784,47.69541575,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #1,,FALSE,FALSE,"1590 NW 90th St
(-122.378878, 47.695416)"
435,University Playground,,-122.3193123,47.66444741,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor),Tennis Court #2,,FALSE,FALSE,"4745 9th Ave NE
(-122.319312, 47.664447)"
403,Othello Playground,,-122.2781049,47.53621448,27,6 a.m. - 10 p.m.,Restrooms,,,FALSE,FALSE,"4351 S Othello St
(-122.278105, 47.536214)"
3941,Walt Hundley Playfield,,-122.3734149,47.54016974,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),,,FALSE,FALSE,"6920 34th Ave SW
(-122.373415, 47.54017)"
376,Montlake Playfield,,-122.310081,47.64240669,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #2,,FALSE,FALSE,"1618 E Calhoun St
(-122.310081, 47.642407)"
423,Rainier Playfield,,-122.2862001,47.56181733,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #2,,FALSE,FALSE,"3700 S Alaska St
(-122.2862, 47.561817)"
414,Lakewood Playfield,,-122.2700596,47.5588308,22,4 a.m. - 11:30 p.m.,Play Area,Play Area,,FALSE,FALSE,"5013 S Angeline St
(-122.27006, 47.558831)"
439,Hutchinson Playground,,-122.2600621,47.51431208,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball/Softball Field #1,GRASS,FALSE,FALSE,"59th Ave S & S Norfolk St
(-122.260062, 47.514312)"
241,B.F. Day Playground,,-122.3492215,47.65603015,44,4 a.m. - 11:30 p.m.,Soccer,Soccer Field,GRASS,TRUE,FALSE,"4020 Fremont Ave N
(-122.349221, 47.65603)"
439,Hutchinson Playground,,-122.2600621,47.51431208,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"59th Ave S & S Norfolk St
(-122.260062, 47.514312)"
403,Othello Playground,,-122.2781049,47.53621448,33,6 a.m. - 10 p.m.,Paths,,,FALSE,FALSE,"4351 S Othello St
(-122.278105, 47.536214)"
248,Ross Playground,,-122.3613468,47.65971791,45,6 a.m. - 10 p.m.,Baseball/Softball,"Baseball Field, Lower",GRASS,TRUE,FALSE,"4320 4th Ave NW
(-122.361347, 47.659718)"
450,Delridge Playfield,,-122.3643707,47.56284245,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball/Softball Field #1,SYNTHETIC,FALSE,TRUE,"4458 Delridge Way SW
(-122.364371, 47.562842)"
319,Magnolia Playfield,,-122.3994722,47.64374582,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"2518 34th Ave W
(-122.399472, 47.643746)"
288,Bitter Lake Playfield,,-122.3493143,47.72420909,10,4 a.m. - 11:30 p.m.,Community Center,,,FALSE,FALSE,"13035 Linden Ave N
(-122.349314, 47.724209)"
3913,T.T. Minor Playground,,-122.3105431,47.61311072,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),,,FALSE,FALSE,"1698 E Union St
(-122.310543, 47.613111)"
3887,Interbay Athletic Complex,,-122.3791913,47.64723939,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"3027 17th Ave W
(-122.379191, 47.647239)"
251,Soundview Playfield,Rachel's Playground,-122.3788784,47.69541575,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball/Softball Field #3,GRASS,FALSE,FALSE,"1590 NW 90th St
(-122.378878, 47.695416)"
403,Othello Playground,,-122.2781049,47.53621448,4,6 a.m. - 10 p.m.,Basketball (Half),Basketball Half Court #2,,FALSE,FALSE,"4351 S Othello St
(-122.278105, 47.536214)"
406,Colman Playground,,-122.301957,47.58762538,4,4 a.m. - 11:30 p.m.,Basketball (Half),Basketball Half Court #1,,FALSE,FALSE,"1740 23rd Ave S
(-122.301957, 47.587625)"
1104,Meridian Playground,,-122.3325568,47.66415869,4,4 a.m. - 11:30 p.m.,Basketball (Half),Basketball Half Court #2,,FALSE,FALSE,"4649 Sunnyside Ave N
(-122.332557, 47.664159)"
288,Bitter Lake Playfield,,-122.3493143,47.72420909,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),,,FALSE,FALSE,"13035 Linden Ave N
(-122.349314, 47.724209)"
319,Magnolia Playfield,,-122.3994722,47.64374582,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball/Softball Field #4,GRASS,FALSE,FALSE,"2518 34th Ave W
(-122.399472, 47.643746)"
436,Benefit Playground,,-122.2842942,47.51899824,20,6 a.m. - 10 p.m.,Pesticide Free,,,FALSE,FALSE,"9320 38th Ave S
(-122.284294, 47.518998)"
303,Bayview Playground,,-122.3867861,47.6438017,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"2614 24th Ave W
(-122.386786, 47.643802)"
439,Hutchinson Playground,,-122.2600621,47.51431208,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #2,,FALSE,FALSE,"59th Ave S & S Norfolk St
(-122.260062, 47.514312)"
422,Rainier Beach Playfield,,-122.2731358,47.52504095,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"8802 Rainier Ave S
(-122.273136, 47.525041)"
329,East Queen Anne Playground,Little Howe,-122.3537858,47.636139,44,4 a.m. - 11:30 p.m.,Soccer,Soccer Field,,FALSE,FALSE,"1912 Warren Ave N
(-122.353786, 47.636139)"
340,Laurelhurst Playfield,,-122.2780192,47.65988952,45,6 a.m. - 10 p.m.,Baseball/Softball,Baseball/Softball Field #1,GRASS,FALSE,FALSE,"4544 NE 41st St
(-122.278019, 47.65989)"
3941,Walt Hundley Playfield,,-122.3734149,47.54016974,49,4 a.m. - 11:30 p.m.,Flag Football,Flag Football Field #1,GRASS,TRUE,FALSE,"6920 34th Ave SW
(-122.373415, 47.54017)"
496,Burke-Gilman Playground Park,,-122.282623,47.66663386,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant),,,FALSE,FALSE,"5201 Sand Point Way NE
(-122.282623, 47.666634)"
438,Victory Heights Playground,,-122.3078338,47.70567152,22,4 a.m. - 11:30 p.m.,Play Area,Play Area,,FALSE,FALSE,"1737 NE 106th St
(-122.307834, 47.705672)"
454,Hamilton Viewpoint Park,,-122.3890697,47.59074752,34,4 a.m. - 11:30 p.m.,View,,,FALSE,FALSE,"1120 California Ave SW
(-122.38907, 47.590748)"
288,Bitter Lake Playfield,,-122.3493143,47.72420909,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #2,,FALSE,FALSE,"13035 Linden Ave N
(-122.349314, 47.724209)"
289,Loyal Heights Playfield,,-122.3832402,47.68410594,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball/Softball Field #2,SYNTHETIC,FALSE,TRUE,"2101 NW 77th St
(-122.38324, 47.684106)"
400,Beacon Hill Playground,,-122.3153246,47.58622631,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"1902 13th Ave S
(-122.315325, 47.586226)"
288,Bitter Lake Playfield,,-122.3493143,47.72420909,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature,,,FALSE,FALSE,"13035 Linden Ave N
(-122.349314, 47.724209)"
378,Peppi's Playground,,-122.2906016,47.60272347,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"3233 E Spruce St
(-122.290602, 47.602723)"
382,Pinehurst Playground,,-122.3146282,47.71643622,44,4 a.m. - 11:30 p.m.,Soccer,Soccer Field #2,,FALSE,FALSE,"12029 14th Ave NE
(-122.314628, 47.716436)"
353,Garfield Playfield,,-122.3014119,47.6070978,45,6 a.m. - 10 p.m.,Baseball/Softball,Baseball Field #1,SYN INFIELD,FALSE,TRUE,"537 25th Ave
(-122.301412, 47.607098)"
497,Ballard Playground,,-122.3915498,47.67278587,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball/Softball Field #2,GRASS,FALSE,TRUE,"2644 NW 60th St
(-122.39155, 47.672786)"
242,Gilman Playground,,-122.369684,47.66729167,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #2,,FALSE,FALSE,"923 NW 54th St
(-122.369684, 47.667292)"
456,Hiawatha Playfield,,-122.3849647,47.57827243,46,4 a.m. - 11:30 p.m.,Track,Track,,FALSE,FALSE,"2700 California Ave SW
(-122.384965, 47.578272)"
3703,Bar-S Playground,,-122.4160544,47.57519512,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball Field #2,GRASS,TRUE,FALSE,"6425 SW Admiral Way
(-122.416054, 47.575195)"
329,East Queen Anne Playground,Little Howe,-122.3537858,47.636139,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"1912 Warren Ave N
(-122.353786, 47.636139)"
288,Bitter Lake Playfield,,-122.3493143,47.72420909,48,4 a.m. - 11:30 p.m.,T-Ball,T-Ball Field #2,GRASS,TRUE,FALSE,"13035 Linden Ave N
(-122.349314, 47.724209)"
251,Soundview Playfield,Rachel's Playground,-122.3788784,47.69541575,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball Field #1,GRASS,TRUE,FALSE,"1590 NW 90th St
(-122.378878, 47.695416)"
436,Benefit Playground,,-122.2842942,47.51899824,3,6 a.m. - 10 p.m.,Basketball (Full),Basketball Full Court #1,,FALSE,FALSE,"9320 38th Ave S
(-122.284294, 47.518998)"
371,Madrona Playground,,-122.2898852,47.61102165,4,6 a.m. - 10 p.m.,Basketball (Half),Basketball Half Court #1,,FALSE,FALSE,"3211 E Spring St
(-122.289885, 47.611022)"
373,Miller Playfield,,-122.3062614,47.62143332,44,6 a.m. - 10 p.m.,Soccer,Soccer Field,SYNTHETIC,FALSE,TRUE,"330 19th Ave E
(-122.306261, 47.621433)"
3941,Walt Hundley Playfield,,-122.3734149,47.54016974,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant),,,FALSE,FALSE,"6920 34th Ave SW
(-122.373415, 47.54017)"
329,East Queen Anne Playground,Little Howe,-122.3537858,47.636139,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),,,FALSE,FALSE,"1912 Warren Ave N
(-122.353786, 47.636139)"
439,Hutchinson Playground,,-122.2600621,47.51431208,61,4 a.m. - 11:30 p.m.,Rugby,Rugby Field,GRASS,FALSE,FALSE,"59th Ave S & S Norfolk St
(-122.260062, 47.514312)"
418,Maple Wood Playfield,,-122.3188451,47.56004088,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball/Softball Field #2,GRASS,FALSE,FALSE,"4801 Corson Ave S
(-122.318845, 47.560041)"
456,Hiawatha Playfield,,-122.3849647,47.57827243,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball Field,SYNTHETIC,FALSE,TRUE,"2700 California Ave SW
(-122.384965, 47.578272)"
402,Brighton Playfield,,-122.2820996,47.54838735,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor),Tennis Court #2,,FALSE,FALSE,"6000 39th Ave S
(-122.2821, 47.548387)"
436,Benefit Playground,,-122.2842942,47.51899824,21,6 a.m. - 10 p.m.,Picnic Sites,Picnic Site #1,,FALSE,FALSE,"9320 38th Ave S
(-122.284294, 47.518998)"
352,Meadowbrook Playfield,Annie's Playground,-122.2934929,47.70577111,23,4 a.m. - 11:30 p.m.,Pool (Indoor),,,FALSE,FALSE,"10533 35th Ave NE
(-122.293493, 47.705771)"
457,Highland Park Playground,,-122.349034,47.52737972,48,4 a.m. - 11:30 p.m.,T-Ball,T-Ball Field #3,GRASS,TRUE,FALSE,"1100 SW Cloverdale St
(-122.349034, 47.52738)"
400,Beacon Hill Playground,,-122.3153246,47.58622631,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature,,,FALSE,FALSE,"1902 13th Ave S
(-122.315325, 47.586226)"
450,Delridge Playfield,,-122.3643707,47.56284245,3,4 a.m. - 11:30 p.m.,Basketball (Full),Basketball Full Court #1,,FALSE,FALSE,"4458 Delridge Way SW
(-122.364371, 47.562842)"
3881,Maple Leaf Resevoir Park,,-122.3156129,47.6890145,44,4 a.m. - 11:30 p.m.,Soccer,Soccer Field,GRASS,TRUE,FALSE,"1020 NE 82nd St
(-122.315613, 47.689015)"
251,Soundview Playfield,Rachel's Playground,-122.3788784,47.69541575,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball/Softball Field #4,GRASS,TRUE,FALSE,"1590 NW 90th St
(-122.378878, 47.695416)"
376,Montlake Playfield,,-122.310081,47.64240669,46,4 a.m. - 11:30 p.m.,Track,Track,,FALSE,FALSE,"1618 E Calhoun St
(-122.310081, 47.642407)"
431,Van Asselt Playground,,-122.2940676,47.5394461,45,6 a.m. - 10 p.m.,Baseball/Softball,Baseball/Softball Field #2,GRASS,FALSE,FALSE,"7050 Beacon Ave S
(-122.294068, 47.539446)"
439,Hutchinson Playground,,-122.2600621,47.51431208,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #1,,FALSE,FALSE,"59th Ave S & S Norfolk St
(-122.260062, 47.514312)"
373,Miller Playfield,,-122.3062614,47.62143332,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant),,,FALSE,FALSE,"330 19th Ave E
(-122.306261, 47.621433)"
352,Meadowbrook Playfield,Annie's Playground,-122.2934929,47.70577111,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #2,,FALSE,FALSE,"10533 35th Ave NE
(-122.293493, 47.705771)"
353,Garfield Playfield,,-122.3014119,47.6070978,43,6 a.m. - 10 p.m.,Football,Football Field,GRASS,TRUE,TRUE,"537 25th Ave
(-122.301412, 47.607098)"
431,Van Asselt Playground,,-122.2940676,47.5394461,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"7050 Beacon Ave S
(-122.294068, 47.539446)"
373,Miller Playfield,,-122.3062614,47.62143332,45,6 a.m. - 10 p.m.,Baseball/Softball,Baseball/Softball Field #1,SYNTHETIC,FALSE,TRUE,"330 19th Ave E
(-122.306261, 47.621433)"
450,Delridge Playfield,,-122.3643707,47.56284245,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #1,,FALSE,FALSE,"4458 Delridge Way SW
(-122.364371, 47.562842)"
3941,Walt Hundley Playfield,,-122.3734149,47.54016974,44,4 a.m. - 11:30 p.m.,Soccer,Soccer Field,SYNTHETIC,FALSE,TRUE,"6920 34th Ave SW
(-122.373415, 47.54017)"
400,Beacon Hill Playground,,-122.3153246,47.58622631,30,4 a.m. - 11:30 p.m.,Tennis Backboard (Outdoor),,,FALSE,FALSE,"1902 13th Ave S
(-122.315325, 47.586226)"
303,Bayview Playground,,-122.3867861,47.6438017,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"2614 24th Ave W
(-122.386786, 47.643802)"
431,Van Asselt Playground,,-122.2940676,47.5394461,45,6 a.m. - 10 p.m.,Baseball/Softball,Baseball/Softball Field #1,GRASS,TRUE,FALSE,"7050 Beacon Ave S
(-122.294068, 47.539446)"
350,Cascade Playground,,-122.3323548,47.62140522,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),,,FALSE,FALSE,"333 Pontius Ave N
(-122.332355, 47.621405)"
3941,Walt Hundley Playfield,,-122.3734149,47.54016974,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"6920 34th Ave SW
(-122.373415, 47.54017)"
439,Hutchinson Playground,,-122.2600621,47.51431208,3,4 a.m. - 11:30 p.m.,Basketball (Full),Basketball Full Court #1,,FALSE,FALSE,"59th Ave S & S Norfolk St
(-122.260062, 47.514312)"
3881,Maple Leaf Resevoir Park,,-122.3156129,47.6890145,73,4 a.m. - 11:30 p.m.,Zipline,Zipline,,FALSE,FALSE,"1020 NE 82nd St
(-122.315613, 47.689015)"
378,Peppi's Playground,,-122.2906016,47.60272347,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature,,,FALSE,FALSE,"3233 E Spruce St
(-122.290602, 47.602723)"
482,Bryant Neighborhood Playground,,-122.2836441,47.6752992,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #1,,FALSE,FALSE,"4103 NE 65th St
(-122.283644, 47.675299)"
497,Ballard Playground,,-122.3915498,47.67278587,44,4 a.m. - 11:30 p.m.,Soccer,Soccer Field,GRASS,TRUE,FALSE,"2644 NW 60th St
(-122.39155, 47.672786)"
458,E.C. Hughes Playground,,-122.3695452,47.53280491,44,4 a.m. - 11:30 p.m.,Soccer,Soccer Field,GRASS,TRUE,FALSE,"2805 SW Holden St
(-122.369545, 47.532805)"
3941,Walt Hundley Playfield,,-122.3734149,47.54016974,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball/Softball Field #2,GRASS,FALSE,FALSE,"6920 34th Ave SW
(-122.373415, 47.54017)"
436,Benefit Playground,,-122.2842942,47.51899824,4,6 a.m. - 10 p.m.,Basketball (Half),Basketball Half Court #1,,FALSE,FALSE,"9320 38th Ave S
(-122.284294, 47.518998)"
436,Benefit Playground,,-122.2842942,47.51899824,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant),,,FALSE,FALSE,"9320 38th Ave S
(-122.284294, 47.518998)"
418,Maple Wood Playfield,,-122.3188451,47.56004088,4,4 a.m. - 11:30 p.m.,Basketball (Half),Basketball Half Court #1,,FALSE,FALSE,"4801 Corson Ave S
(-122.318845, 47.560041)"
319,Magnolia Playfield,,-122.3994722,47.64374582,24,4 a.m. - 11:30 p.m.,Pool (Outdoor),,,FALSE,FALSE,"2518 34th Ave W
(-122.399472, 47.643746)"
353,Garfield Playfield,,-122.3014119,47.6070978,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor),Tennis Court #3,,FALSE,FALSE,"537 25th Ave
(-122.301412, 47.607098)"
456,Hiawatha Playfield,,-122.3849647,47.57827243,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #1,,FALSE,FALSE,"2700 California Ave SW
(-122.384965, 47.578272)"
423,Rainier Playfield,,-122.2862001,47.56181733,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #1,,FALSE,FALSE,"3700 S Alaska St
(-122.2862, 47.561817)"
319,Magnolia Playfield,,-122.3994722,47.64374582,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"2518 34th Ave W
(-122.399472, 47.643746)"
402,Brighton Playfield,,-122.2820996,47.54838735,4,6 a.m. - 10 p.m.,Basketball (Half),Basketball Half Court #1,,FALSE,FALSE,"6000 39th Ave S
(-122.2821, 47.548387)"
251,Soundview Playfield,Rachel's Playground,-122.3788784,47.69541575,43,4 a.m. - 11:30 p.m.,Football,"Football Field, Lower",GRASS,FALSE,FALSE,"1590 NW 90th St
(-122.378878, 47.695416)"
352,Meadowbrook Playfield,Annie's Playground,-122.2934929,47.70577111,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"10533 35th Ave NE
(-122.293493, 47.705771)"
303,Bayview Playground,,-122.3867861,47.6438017,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball/Softball Field,GRASS,TRUE,FALSE,"2614 24th Ave W
(-122.386786, 47.643802)"
431,Van Asselt Playground,,-122.2940676,47.5394461,44,6 a.m. - 10 p.m.,Soccer,Soccer Field,GRASS,FALSE,FALSE,"7050 Beacon Ave S
(-122.294068, 47.539446)"
456,Hiawatha Playfield,,-122.3849647,47.57827243,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant),,,FALSE,FALSE,"2700 California Ave SW
(-122.384965, 47.578272)"
352,Meadowbrook Playfield,Annie's Playground,-122.2934929,47.70577111,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #1,,FALSE,FALSE,"10533 35th Ave NE
(-122.293493, 47.705771)"
423,Rainier Playfield,,-122.2862001,47.56181733,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball Field #1,GRASS,FALSE,TRUE,"3700 S Alaska St
(-122.2862, 47.561817)"
248,Ross Playground,,-122.3613468,47.65971791,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"4320 4th Ave NW
(-122.361347, 47.659718)"
340,Laurelhurst Playfield,,-122.2780192,47.65988952,29,6 a.m. - 10 p.m.,Tennis Court (Outdoor),Tennis Court #3,,FALSE,FALSE,"4544 NE 41st St
(-122.278019, 47.65989)"
371,Madrona Playground,,-122.2898852,47.61102165,3,6 a.m. - 10 p.m.,Basketball (Full),Basketball Full Court #1,,FALSE,FALSE,"3211 E Spring St
(-122.289885, 47.611022)"
